case_id,workload_model,physical_layout,num_objects,num_roles,num_signatures,query_role,merged_k,seed,n_lists,slot_per_list,N_slots,N_valid,N_vis,N_invis,effective_selectivity,total_memberships,stored_entries_norm,region_count,pure_visible_regions,pure_invisible_regions,impure_regions,pure_visible_region_ratio,pure_invisible_region_ratio,impure_region_ratio,pure_visible_valid_ratio,pure_invisible_valid_ratio,impure_valid_ratio,N_dist_masked,N_dist_plan,N_dist_ideal,dist_reduction_plan,dist_reduction_ideal,estimated_cost_masked,estimated_cost_plan,estimated_cost_ideal,estimated_region_cost,estimated_visibility_cost,estimated_distance_cost,estimated_mask_topk_cost,SA_commit,PA_plan,PA_ideal,plan_vs_masked_cost,ideal_vs_masked_cost,planned_equals_masked,validation_passed
merged_k_r6_mk2_s0_o4096_sig64,access_signature_layout,merged_k,4096,16,64,6,2,0,64,64,4096,4096,2054,2042,0.501465,25802,1.000000,32,2,19,11,0.062500,0.593750,0.343750,0.008057,0.435059,0.556885,4096,2314,2054,0.435059,0.498535,61440,36487,34887,127,6843,23140,6377,1.187500,1.480443,1.415524,0.593864,0.567822,true,true
merged_k_r6_mk2_s1_o4096_sig64,access_signature_layout,merged_k,4096,16,64,6,2,1,64,64,4096,4096,772,3324,0.188477,17399,1.000000,32,2,22,8,0.062500,0.687500,0.250000,0.166016,0.713623,0.120361,4096,1173,772,0.713623,0.811523,61440,17934,20785,136,1479,11730,4589,1.187500,1.516489,1.757568,0.291895,0.338298,true,true
merged_k_r6_mk2_s2_o4096_sig64,access_signature_layout,merged_k,4096,16,64,6,2,2,64,64,4096,4096,248,3848,0.060547,10907,1.000000,31,2,20,9,0.064516,0.645161,0.290323,0.025879,0.736816,0.237305,4096,1078,248,0.736816,0.939453,61440,18892,15021,128,2916,10780,5068,1.181641,2.868509,2.280747,0.307487,0.244482,true,true
merged_k_r6_mk2_s3_o4096_sig64,access_signature_layout,merged_k,4096,16,64,6,2,3,64,64,4096,4096,320,3776,0.078125,18908,1.000000,32,2,19,11,0.062500,0.593750,0.343750,0.014893,0.711426,0.273682,4096,1182,320,0.711426,0.921875,61440,20527,15813,127,3363,11820,5217,1.187500,2.809609,2.164385,0.334098,0.257373,true,true
merged_k_r6_mk2_s4_o4096_sig64,access_signature_layout,merged_k,4096,16,64,6,2,4,64,64,4096,4096,2775,1321,0.677490,18837,1.000000,32,3,14,15,0.093750,0.437500,0.468750,0.009766,0.162598,0.827637,4096,3430,2775,0.162598,0.322510,61440,52071,42818,115,10170,34300,7486,1.187500,1.634574,1.344111,0.847510,0.696908,true,true
merged_k_r7_mk2_s0_o4096_sig64,access_signature_layout,merged_k,4096,16,64,7,2,0,64,64,4096,4096,2322,1774,0.566895,25802,1.000000,32,4,17,11,0.125000,0.531250,0.343750,0.487793,0.370117,0.142090,4096,2580,2322,0.370117,0.433105,61440,32351,37835,127,1746,25800,4678,1.187500,1.183891,1.384579,0.526546,0.615804,true,true
merged_k_r7_mk2_s1_o4096_sig64,access_signature_layout,merged_k,4096,16,64,7,2,1,64,64,4096,4096,1224,2872,0.298828,17399,1.000000,32,2,21,9,0.062500,0.656250,0.281250,0.191895,0.679443,0.128662,4096,1313,1224,0.679443,0.701172,61440,19467,25757,133,1581,13130,4623,1.187500,1.190934,1.575737,0.316846,0.419222,true,true
merged_k_r7_mk2_s2_o4096_sig64,access_signature_layout,merged_k,4096,16,64,7,2,2,64,64,4096,4096,691,3405,0.168701,10907,1.000000,31,7,19,5,0.225806,0.612903,0.161290,0.153564,0.794922,0.051514,4096,840,691,0.794922,0.831299,61440,13480,19894,140,633,8400,4307,1.181641,1.223675,1.805919,0.219401,0.323796,true,true
merged_k_r7_mk2_s3_o4096_sig64,access_signature_layout,merged_k,4096,16,64,7,2,3,64,64,4096,4096,2577,1519,0.629150,18908,1.000000,32,2,12,18,0.062500,0.375000,0.562500,0.005859,0.118164,0.875977,4096,3612,2577,0.118164,0.370850,61440,54674,40640,106,10764,36120,7684,1.187500,1.830031,1.360289,0.889876,0.661458,true,true
merged_k_r7_mk2_s4_o4096_sig64,access_signature_layout,merged_k,4096,16,64,7,2,4,64,64,4096,4096,222,3874,0.054199,18837,1.000000,32,0,15,17,0.000000,0.468750,0.531250,0.000000,0.294678,0.705322,4096,2889,222,0.294678,0.945801,61440,44651,14735,109,8667,28890,6985,1.187500,7.058331,2.329276,0.726742,0.239827,true,true
merged_k_r8_mk2_s0_o4096_sig64,access_signature_layout,merged_k,4096,16,64,8,2,0,64,64,4096,4096,3043,1053,0.742920,25802,1.000000,32,4,17,11,0.125000,0.531250,0.343750,0.448486,0.116943,0.434570,4096,3617,3043,0.116943,0.257080,61440,47513,45766,127,5340,36170,5876,1.187500,1.375753,1.325168,0.773324,0.744889,true,true
merged_k_r8_mk2_s1_o4096_sig64,access_signature_layout,merged_k,4096,16,64,8,2,1,64,64,4096,4096,444,3652,0.108398,17399,1.000000,32,5,16,11,0.156250,0.500000,0.343750,0.048584,0.707764,0.243652,4096,1197,444,0.707764,0.891602,61440,20185,17177,127,2994,11970,5094,1.187500,2.361924,2.009946,0.328532,0.279574,true,true
merged_k_r8_mk2_s2_o4096_sig64,access_signature_layout,merged_k,4096,16,64,8,2,2,64,64,4096,4096,601,3495,0.146729,10907,1.000000,31,4,15,12,0.129032,0.483871,0.387097,0.095703,0.744141,0.160156,4096,1048,601,0.744141,0.853271,61440,17319,18904,119,1968,10480,4752,1.181641,1.712040,1.868723,0.281885,0.307682,true,true
merged_k_r8_mk2_s3_o4096_sig64,access_signature_layout,merged_k,4096,16,64,8,2,3,64,64,4096,4096,771,3325,0.188232,18908,1.000000,32,5,15,12,0.156250,0.468750,0.375000,0.149170,0.286133,0.564697,4096,2924,771,0.286133,0.811768,61440,42712,20774,124,6939,29240,6409,1.187500,3.614760,1.758125,0.695182,0.338118,true,true
merged_k_r8_mk2_s4_o4096_sig64,access_signature_layout,merged_k,4096,16,64,8,2,4,64,64,4096,4096,1201,2895,0.293213,18837,1.000000,32,4,15,13,0.125000,0.468750,0.406250,0.220215,0.202637,0.577148,4096,3266,1201,0.202637,0.706787,61440,46333,25504,121,7092,32660,6460,1.187500,2.874969,1.582527,0.754118,0.415104,true,true
merged_k_r9_mk2_s0_o4096_sig64,access_signature_layout,merged_k,4096,16,64,9,2,0,64,64,4096,4096,902,3194,0.220215,25802,1.000000,32,3,16,13,0.093750,0.500000,0.406250,0.162354,0.718994,0.118652,4096,1151,902,0.718994,0.779785,61440,17671,22215,121,1458,11510,4582,1.187500,1.346259,1.692442,0.287614,0.361572,true,true
merged_k_r9_mk2_s1_o4096_sig64,access_signature_layout,merged_k,4096,16,64,9,2,1,64,64,4096,4096,513,3583,0.125244,17399,1.000000,32,2,19,11,0.062500,0.593750,0.343750,0.007812,0.703125,0.289062,4096,1216,513,0.703125,0.874756,61440,21119,17936,127,3552,12160,5280,1.187500,2.286596,1.941966,0.343734,0.291927,true,true
merged_k_r9_mk2_s2_o4096_sig64,access_signature_layout,merged_k,4096,16,64,9,2,2,64,64,4096,4096,700,3396,0.170898,10907,1.000000,31,3,18,10,0.096774,0.580645,0.322581,0.060791,0.777100,0.162109,4096,913,700,0.777100,0.829102,61440,16007,19993,125,1992,9130,4760,1.181641,1.441293,1.800198,0.260531,0.325407,true,true
merged_k_r9_mk2_s3_o4096_sig64,access_signature_layout,merged_k,4096,16,64,9,2,3,64,64,4096,4096,2710,1386,0.661621,18908,1.000000,32,3,10,19,0.093750,0.312500,0.593750,0.482666,0.096924,0.420410,4096,3699,2710,0.096924,0.338379,61440,48077,42103,103,5166,36990,5818,1.187500,1.540633,1.349196,0.782503,0.685270,true,true
merged_k_r9_mk2_s4_o4096_sig64,access_signature_layout,merged_k,4096,16,64,9,2,4,64,64,4096,4096,2204,1892,0.538086,18837,1.000000,32,3,12,17,0.093750,0.375000,0.531250,0.030029,0.320557,0.649414,4096,2783,2204,0.320557,0.461914,61440,42675,36537,109,7980,27830,6756,1.187500,1.632181,1.397422,0.694580,0.594678,true,true
merged_k_r10_mk2_s0_o4096_sig64,access_signature_layout,merged_k,4096,16,64,10,2,0,64,64,4096,4096,184,3912,0.044922,25802,1.000000,32,1,21,10,0.031250,0.656250,0.312500,0.008301,0.926514,0.065186,4096,301,184,0.926514,0.955078,61440,8304,14317,130,801,3010,4363,1.187500,1.396569,2.407837,0.135156,0.233024,true,true
merged_k_r10_mk2_s1_o4096_sig64,access_signature_layout,merged_k,4096,16,64,10,2,1,64,64,4096,4096,849,3247,0.207275,17399,1.000000,32,4,22,6,0.125000,0.687500,0.187500,0.021240,0.757080,0.221680,4096,995,849,0.757080,0.792725,61440,17820,21632,142,2724,9950,5004,1.187500,1.414735,1.717371,0.290039,0.352083,true,true
merged_k_r10_mk2_s2_o4096_sig64,access_signature_layout,merged_k,4096,16,64,10,2,2,64,64,4096,4096,347,3749,0.084717,10907,1.000000,31,5,20,6,0.161290,0.645161,0.193548,0.070068,0.755127,0.174805,4096,1003,347,0.755127,0.915283,61440,17127,16110,137,2148,10030,4812,1.181641,2.260692,2.126452,0.278760,0.262207,true,true
merged_k_r10_mk2_s3_o4096_sig64,access_signature_layout,merged_k,4096,16,64,10,2,3,64,64,4096,4096,659,3437,0.160889,18908,1.000000,32,3,18,11,0.093750,0.562500,0.343750,0.026855,0.741211,0.231934,4096,1060,659,0.741211,0.839111,61440,18623,19542,127,2850,10600,5046,1.187500,1.741118,1.827038,0.303109,0.318066,true,true
merged_k_r10_mk2_s4_o4096_sig64,access_signature_layout,merged_k,4096,16,64,10,2,4,64,64,4096,4096,409,3687,0.099854,18837,1.000000,32,4,18,10,0.125000,0.562500,0.312500,0.066406,0.871826,0.061768,4096,525,409,0.871826,0.900146,61440,10488,16792,130,759,5250,4349,1.187500,1.279649,2.048804,0.170703,0.273307,true,true
merged_k_r11_mk2_s0_o4096_sig64,access_signature_layout,merged_k,4096,16,64,11,2,0,64,64,4096,4096,1067,3029,0.260498,25802,1.000000,32,4,21,7,0.125000,0.656250,0.218750,0.245850,0.651855,0.102295,4096,1426,1067,0.651855,0.739502,61440,20171,24030,139,1257,14260,4515,1.187500,1.365119,1.626286,0.328304,0.391113,true,true
merged_k_r11_mk2_s1_o4096_sig64,access_signature_layout,merged_k,4096,16,64,11,2,1,64,64,4096,4096,272,3824,0.066406,17399,1.000000,32,4,20,8,0.125000,0.625000,0.250000,0.034668,0.813477,0.151855,4096,764,272,0.813477,0.933594,61440,14360,15285,136,1866,7640,4718,1.187500,2.103721,2.239232,0.233724,0.248779,true,true
merged_k_r11_mk2_s2_o4096_sig64,access_signature_layout,merged_k,4096,16,64,11,2,2,64,64,4096,4096,1044,3052,0.254883,10907,1.000000,31,6,16,9,0.193548,0.516129,0.290323,0.091309,0.698242,0.210449,4096,1236,1044,0.698242,0.745117,61440,20032,23777,128,2586,12360,4958,1.181641,1.377148,1.634607,0.326042,0.386995,true,true
merged_k_r11_mk2_s3_o4096_sig64,access_signature_layout,merged_k,4096,16,64,11,2,3,64,64,4096,4096,583,3513,0.142334,18908,1.000000,32,6,17,9,0.187500,0.531250,0.281250,0.021729,0.624023,0.354248,4096,1540,583,0.624023,0.857666,61440,25433,18706,133,4353,15400,5547,1.187500,2.559682,1.882649,0.413949,0.304460,true,true
merged_k_r11_mk2_s4_o4096_sig64,access_signature_layout,merged_k,4096,16,64,11,2,4,64,64,4096,4096,2210,1886,0.539551,18837,1.000000,32,3,24,5,0.093750,0.750000,0.156250,0.438477,0.445557,0.115967,4096,2271,2210,0.445557,0.460449,61440,28851,36603,145,1425,22710,4571,1.187500,1.100931,1.396741,0.469580,0.595752,true,true
merged_k_r12_mk2_s0_o4096_sig64,access_signature_layout,merged_k,4096,16,64,12,2,0,64,64,4096,4096,748,3348,0.182617,25802,1.000000,32,6,22,4,0.187500,0.687500,0.125000,0.161377,0.790283,0.048340,4096,859,748,0.790283,0.817383,61440,13626,20521,148,594,8590,4294,1.187500,1.176075,1.771189,0.221777,0.334001,true,true
merged_k_r12_mk2_s1_o4096_sig64,access_signature_layout,merged_k,4096,16,64,12,2,1,64,64,4096,4096,697,3399,0.170166,17399,1.000000,32,8,18,6,0.250000,0.562500,0.187500,0.158691,0.812256,0.029053,4096,769,697,0.812256,0.829834,61440,12404,19960,142,357,7690,4215,1.187500,1.119899,1.802095,0.201888,0.324870,true,true
merged_k_r12_mk2_s2_o4096_sig64,access_signature_layout,merged_k,4096,16,64,12,2,2,64,64,4096,4096,511,3585,0.124756,10907,1.000000,31,6,20,5,0.193548,0.645161,0.161290,0.086426,0.868408,0.045166,4096,539,511,0.868408,0.875244,61440,10366,17914,140,555,5390,4281,1.181641,1.124783,1.943793,0.168717,0.291569,true,true
merged_k_r12_mk2_s3_o4096_sig64,access_signature_layout,merged_k,4096,16,64,12,2,3,64,64,4096,4096,609,3487,0.148682,18908,1.000000,32,6,20,6,0.187500,0.625000,0.187500,0.073975,0.573975,0.352051,4096,1745,609,0.573975,0.851318,61440,27456,18992,142,4326,17450,5538,1.187500,2.692821,1.862691,0.446875,0.309115,true,true
merged_k_r12_mk2_s4_o4096_sig64,access_signature_layout,merged_k,4096,16,64,12,2,4,64,64,4096,4096,1166,2930,0.284668,18837,1.000000,32,7,20,5,0.218750,0.625000,0.156250,0.184814,0.681885,0.133301,4096,1303,1166,0.681885,0.715332,61440,19455,25119,145,1638,13030,4642,1.187500,1.233985,1.593239,0.316650,0.408838,true,true
merged_k_r13_mk2_s0_o4096_sig64,access_signature_layout,merged_k,4096,16,64,13,2,0,64,64,4096,4096,2383,1713,0.581787,25802,1.000000,32,5,21,6,0.156250,0.656250,0.187500,0.554932,0.390869,0.054199,4096,2495,2383,0.390869,0.418213,61440,30076,38506,142,666,24950,4318,1.187500,1.076604,1.378365,0.489518,0.626725,true,true
merged_k_r13_mk2_s1_o4096_sig64,access_signature_layout,merged_k,4096,16,64,13,2,1,64,64,4096,4096,612,3484,0.149414,17399,1.000000,32,6,22,4,0.187500,0.687500,0.125000,0.140381,0.839600,0.020020,4096,657,612,0.839600,0.850586,61440,11142,19025,148,246,6570,4178,1.187500,1.089576,1.860454,0.181348,0.309652,true,true
merged_k_r13_mk2_s2_o4096_sig64,access_signature_layout,merged_k,4096,16,64,13,2,2,64,64,4096,4096,1018,3078,0.248535,10907,1.000000,31,7,21,3,0.225806,0.677419,0.096774,0.223389,0.747070,0.029541,4096,1036,1018,0.747070,0.751465,61440,15086,23491,146,363,10360,4217,1.181641,1.055999,1.644337,0.245540,0.382340,true,true
merged_k_r13_mk2_s3_o4096_sig64,access_signature_layout,merged_k,4096,16,64,13,2,3,64,64,4096,4096,976,3120,0.238281,18908,1.000000,32,10,18,4,0.312500,0.562500,0.125000,0.182129,0.605713,0.212158,4096,1615,976,0.605713,0.761719,61440,23870,23029,148,2607,16150,4965,1.187500,1.721477,1.660825,0.388509,0.374821,true,true
merged_k_r13_mk2_s4_o4096_sig64,access_signature_layout,merged_k,4096,16,64,13,2,4,64,64,4096,4096,563,3533,0.137451,18837,1.000000,32,10,19,3,0.312500,0.593750,0.093750,0.111572,0.768311,0.120117,4096,949,563,0.768311,0.862549,61440,15705,18486,151,1476,9490,4588,1.187500,1.613085,1.898726,0.255615,0.300879,true,true
merged_k_r14_mk2_s0_o4096_sig64,access_signature_layout,merged_k,4096,16,64,14,2,0,64,64,4096,4096,305,3791,0.074463,25802,1.000000,32,6,23,3,0.187500,0.718750,0.093750,0.059814,0.916748,0.023438,4096,341,305,0.916748,0.925537,61440,8041,15648,151,288,3410,4192,1.187500,1.123672,2.186696,0.130876,0.254688,true,true
merged_k_r14_mk2_s1_o4096_sig64,access_signature_layout,merged_k,4096,16,64,14,2,1,64,64,4096,4096,1117,2979,0.272705,17399,1.000000,32,7,23,2,0.218750,0.718750,0.062500,0.268555,0.721680,0.009766,4096,1140,1117,0.721680,0.727295,61440,15810,24580,154,120,11400,4136,1.187500,1.034957,1.609060,0.257324,0.400065,true,true
merged_k_r14_mk2_s2_o4096_sig64,access_signature_layout,merged_k,4096,16,64,14,2,2,64,64,4096,4096,428,3668,0.104492,10907,1.000000,31,6,23,2,0.193548,0.741935,0.064516,0.099854,0.873535,0.026611,4096,518,428,0.873535,0.895508,61440,9861,17001,149,327,5180,4205,1.181641,1.175888,2.027307,0.160498,0.276709,true,true
merged_k_r14_mk2_s3_o4096_sig64,access_signature_layout,merged_k,4096,16,64,14,2,3,64,64,4096,4096,1492,2604,0.364258,18908,1.000000,32,8,23,1,0.250000,0.718750,0.031250,0.214111,0.615479,0.170410,4096,1575,1492,0.615479,0.635742,61440,22795,28705,157,2094,15750,4794,1.187500,1.198097,1.508725,0.371012,0.467204,true,true
merged_k_r14_mk2_s4_o4096_sig64,access_signature_layout,merged_k,4096,16,64,14,2,4,64,64,4096,4096,773,3323,0.188721,18837,1.000000,32,8,23,1,0.250000,0.718750,0.031250,0.179199,0.798096,0.022705,4096,827,773,0.798096,0.811279,61440,12895,20796,157,279,8270,4189,1.187500,1.089473,1.757013,0.209880,0.338477,true,true
merged_k_r15_mk2_s0_o4096_sig64,access_signature_layout,merged_k,4096,16,64,15,2,0,64,64,4096,4096,3454,642,0.843262,25802,1.000000,32,13,18,1,0.406250,0.562500,0.031250,0.841797,0.155029,0.003174,4096,3461,3454,0.155029,0.156738,61440,38915,50287,157,39,34610,4109,1.187500,1.006961,1.301221,0.633382,0.818473,true,true
merged_k_r15_mk2_s1_o4096_sig64,access_signature_layout,merged_k,4096,16,64,15,2,1,64,64,4096,4096,1171,2925,0.285889,17399,1.000000,32,9,23,0,0.281250,0.718750,0.000000,0.285889,0.714111,0.000000,4096,1171,1171,0.714111,0.714111,61440,15966,25174,160,0,11710,4096,1.187500,1.009484,1.591679,0.259863,0.409733,true,true
merged_k_r15_mk2_s2_o4096_sig64,access_signature_layout,merged_k,4096,16,64,15,2,2,64,64,4096,4096,734,3362,0.179199,10907,1.000000,31,7,23,1,0.225806,0.741935,0.032258,0.178467,0.818359,0.003174,4096,744,734,0.818359,0.820801,61440,11740,20367,152,39,7440,4109,1.181641,1.025686,1.779399,0.191081,0.331494,true,true
merged_k_r15_mk2_s3_o4096_sig64,access_signature_layout,merged_k,4096,16,64,15,2,3,64,64,4096,4096,963,3133,0.235107,18908,1.000000,32,10,22,0,0.312500,0.687500,0.000000,0.235107,0.764893,0.000000,4096,963,963,0.764893,0.764893,61440,13886,22886,160,0,9630,4096,1.187500,1.010920,1.666133,0.226009,0.372493,true,true
merged_k_r15_mk2_s4_o4096_sig64,access_signature_layout,merged_k,4096,16,64,15,2,4,64,64,4096,4096,850,3246,0.207520,18837,1.000000,32,13,19,0,0.406250,0.593750,0.000000,0.207520,0.792480,0.000000,4096,850,850,0.792480,0.792480,61440,12756,21643,160,0,8500,4096,1.187500,1.011899,1.716881,0.207617,0.352262,true,true
merged_k_r0_mk4_s0_o4096_sig64,access_signature_layout,merged_k,4096,16,64,0,4,0,64,64,4096,4096,2095,2001,0.511475,25802,1.000000,16,0,4,12,0.000000,0.250000,0.750000,0.000000,0.073975,0.926025,4096,3793,2095,0.073975,0.488525,61440,57242,35338,44,11379,37930,7889,1.093750,2.284563,1.410361,0.931673,0.575163,true,true
merged_k_r0_mk4_s1_o4096_sig64,access_signature_layout,merged_k,4096,16,64,0,4,1,64,64,4096,4096,1559,2537,0.380615,17399,1.000000,16,0,4,12,0.000000,0.250000,0.750000,0.000000,0.074219,0.925781,4096,3792,1559,0.074219,0.619385,61440,57228,29442,44,11376,37920,7888,1.093750,2.905565,1.494821,0.931445,0.479199,true,true
merged_k_r0_mk4_s2_o4096_sig64,access_signature_layout,merged_k,4096,16,64,0,4,2,64,64,4096,4096,388,3708,0.094727,10907,1.000000,16,0,5,11,0.000000,0.312500,0.687500,0.000000,0.108643,0.891357,4096,3651,388,0.108643,0.905273,61440,55257,16561,47,10953,36510,7747,1.093750,6.919234,2.073754,0.899365,0.269548,true,true
merged_k_r0_mk4_s3_o4096_sig64,access_signature_layout,merged_k,4096,16,64,0,4,3,64,64,4096,4096,1264,2832,0.308594,18908,1.000000,16,0,3,13,0.000000,0.187500,0.812500,0.000000,0.589600,0.410400,4096,1681,1264,0.589600,0.691406,61440,27671,26197,41,5043,16810,5777,1.093750,1.652395,1.564374,0.450374,0.426383,true,true
merged_k_r0_mk4_s4_o4096_sig64,access_signature_layout,merged_k,4096,16,64,0,4,4,64,64,4096,4096,879,3217,0.214600,18837,1.000000,16,0,6,10,0.000000,0.375000,0.625000,0.000000,0.571289,0.428711,4096,1756,879,0.571289,0.785400,61440,28730,21962,50,5268,17560,5852,1.093750,2.227823,1.703009,0.467611,0.357454,true,true
merged_k_r1_mk4_s0_o4096_sig64,access_signature_layout,merged_k,4096,16,64,1,4,0,64,64,4096,4096,1729,2367,0.422119,25802,1.000000,16,0,1,15,0.000000,0.062500,0.937500,0.000000,0.027832,0.972168,4096,3982,1729,0.027832,0.577881,61440,59879,31312,35,11946,39820,8078,1.093750,2.798607,1.463451,0.974593,0.509635,true,true
merged_k_r1_mk4_s1_o4096_sig64,access_signature_layout,merged_k,4096,16,64,1,4,1,64,64,4096,4096,2460,1636,0.600586,17399,1.000000,16,0,5,11,0.000000,0.312500,0.687500,0.000000,0.165771,0.834229,4096,3417,2460,0.165771,0.399414,61440,51981,39353,47,10251,34170,7513,1.093750,1.810806,1.370898,0.846045,0.640511,true,true
merged_k_r1_mk4_s2_o4096_sig64,access_signature_layout,merged_k,4096,16,64,1,4,2,64,64,4096,4096,441,3655,0.107666,10907,1.000000,16,0,4,12,0.000000,0.250000,0.750000,0.000000,0.199463,0.800537,4096,3279,441,0.199463,0.892334,61440,50046,17144,44,9837,32790,7375,1.093750,5.876703,2.013152,0.814551,0.279036,true,true
merged_k_r1_mk4_s3_o4096_sig64,access_signature_layout,merged_k,4096,16,64,1,4,3,64,64,4096,4096,355,3741,0.086670,18908,1.000000,16,0,2,14,0.000000,0.125000,0.875000,0.000000,0.076172,0.923828,4096,3784,355,0.076172,0.913330,61440,57110,16198,38,11352,37840,7880,1.093750,7.459509,2.115726,0.929525,0.263639,true,true
merged_k_r1_mk4_s4_o4096_sig64,access_signature_layout,merged_k,4096,16,64,1,4,4,64,64,4096,4096,2524,1572,0.616211,18837,1.000000,16,0,5,11,0.000000,0.312500,0.687500,0.000000,0.163330,0.836670,4096,3427,2524,0.163330,0.383789,61440,52121,40057,47,10281,34270,7523,1.093750,1.776085,1.364990,0.848324,0.651969,true,true
merged_k_r2_mk4_s0_o4096_sig64,access_signature_layout,merged_k,4096,16,64,2,4,0,64,64,4096,4096,975,3121,0.238037,25802,1.000000,16,0,5,11,0.000000,0.312500,0.687500,0.000000,0.147705,0.852295,4096,3491,975,0.147705,0.761963,61440,53017,23018,47,10473,34910,7587,1.093750,3.826285,1.661230,0.862907,0.374642,true,true
merged_k_r2_mk4_s1_o4096_sig64,access_signature_layout,merged_k,4096,16,64,2,4,1,64,64,4096,4096,1873,2223,0.457275,17399,1.000000,16,0,5,11,0.000000,0.312500,0.687500,0.000000,0.250488,0.749512,4096,3070,1873,0.250488,0.542725,61440,47123,32896,47,9210,30700,7166,1.093750,2.063540,1.440532,0.766976,0.535417,true,true
merged_k_r2_mk4_s2_o4096_sig64,access_signature_layout,merged_k,4096,16,64,2,4,2,64,64,4096,4096,2309,1787,0.563721,10907,1.000000,16,0,5,11,0.000000,0.312500,0.687500,0.000000,0.288086,0.711914,4096,2916,2309,0.288086,0.436279,61440,44967,37692,47,8748,29160,7012,1.093750,1.653442,1.385939,0.731885,0.613477,true,true
merged_k_r2_mk4_s3_o4096_sig64,access_signature_layout,merged_k,4096,16,64,2,4,3,64,64,4096,4096,651,3445,0.158936,18908,1.000000,16,0,2,14,0.000000,0.125000,0.875000,0.000000,0.443604,0.556396,4096,2279,651,0.443604,0.841064,61440,36040,19454,38,6837,22790,6375,1.093750,3.394876,1.832517,0.586589,0.316634,true,true
merged_k_r2_mk4_s4_o4096_sig64,access_signature_layout,merged_k,4096,16,64,2,4,4,64,64,4096,4096,828,3268,0.202148,18837,1.000000,16,0,2,14,0.000000,0.125000,0.875000,0.000000,0.049072,0.950928,4096,3895,828,0.049072,0.797852,61440,58664,21401,38,11685,38950,7991,1.093750,4.736315,1.727838,0.954818,0.348324,true,true
merged_k_r3_mk4_s0_o4096_sig64,access_signature_layout,merged_k,4096,16,64,3,4,0,64,64,4096,4096,1073,3023,0.261963,25802,1.000000,16,0,4,12,0.000000,0.250000,0.750000,0.000000,0.487061,0.512939,4096,2101,1073,0.487061,0.738037,61440,33554,24096,44,6303,21010,6197,1.093750,2.261661,1.624157,0.546126,0.392188,true,true
merged_k_r3_mk4_s1_o4096_sig64,access_signature_layout,merged_k,4096,16,64,3,4,1,64,64,4096,4096,1131,2965,0.276123,17399,1.000000,16,0,6,10,0.000000,0.375000,0.625000,0.000000,0.542725,0.457275,4096,1873,1131,0.542725,0.723877,61440,30368,24734,50,5619,18730,5969,1.093750,1.969901,1.604437,0.494271,0.402572,true,true
merged_k_r3_mk4_s2_o4096_sig64,access_signature_layout,merged_k,4096,16,64,3,4,2,64,64,4096,4096,228,3868,0.055664,10907,1.000000,16,0,3,13,0.000000,0.187500,0.812500,0.000000,0.500244,0.499756,4096,2047,228,0.500244,0.944336,61440,32795,14801,41,6141,20470,6143,1.093750,5.135453,2.317726,0.533773,0.240902,true,true
merged_k_r3_mk4_s3_o4096_sig64,access_signature_layout,merged_k,4096,16,64,3,4,3,64,64,4096,4096,700,3396,0.170898,18908,1.000000,16,0,4,12,0.000000,0.250000,0.750000,0.000000,0.211914,0.788086,4096,3228,700,0.211914,0.829102,61440,49332,19993,44,9684,32280,7324,1.093750,4.441923,1.800198,0.802930,0.325407,true,true
merged_k_r3_mk4_s4_o4096_sig64,access_signature_layout,merged_k,4096,16,64,3,4,4,64,64,4096,4096,562,3534,0.137207,18837,1.000000,16,0,2,14,0.000000,0.125000,0.875000,0.000000,0.067871,0.932129,4096,3818,562,0.067871,0.862793,61440,57586,18475,38,11454,38180,7914,1.093750,5.920831,1.899548,0.937272,0.300700,true,true
merged_k_r4_mk4_s0_o4096_sig64,access_signature_layout,merged_k,4096,16,64,4,4,0,64,64,4096,4096,2886,1210,0.704590,25802,1.000000,16,0,4,12,0.000000,0.250000,0.750000,0.000000,0.113281,0.886719,4096,3632,2886,0.113281,0.295410,61440,54988,44039,44,10896,36320,7728,1.093750,1.668022,1.335892,0.894987,0.716781,true,true
merged_k_r4_mk4_s1_o4096_sig64,access_signature_layout,merged_k,4096,16,64,4,4,1,64,64,4096,4096,2246,1850,0.548340,17399,1.000000,16,0,1,15,0.000000,0.062500,0.937500,0.000000,0.014648,0.985352,4096,4036,2246,0.014648,0.451660,61440,60635,36999,35,12108,40360,8132,1.093750,2.282429,1.392720,0.986898,0.602197,true,true
merged_k_r4_mk4_s2_o4096_sig64,access_signature_layout,merged_k,4096,16,64,4,4,2,64,64,4096,4096,583,3513,0.142334,10907,1.000000,16,0,5,11,0.000000,0.312500,0.687500,0.000000,0.715820,0.284180,4096,1164,583,0.715820,0.857666,61440,20439,18706,47,3492,11640,5260,1.093750,2.057065,1.882649,0.332666,0.304460,true,true
merged_k_r4_mk4_s3_o4096_sig64,access_signature_layout,merged_k,4096,16,64,4,4,3,64,64,4096,4096,2226,1870,0.543457,18908,1.000000,16,0,5,11,0.000000,0.312500,0.687500,0.000000,0.196045,0.803955,4096,3293,2226,0.196045,0.456543,61440,50245,36779,47,9879,32930,7389,1.093750,1.905674,1.394940,0.817790,0.598617,true,true
